id	title	description	link	image_link	additional_image_link	availability	price	brand	condition	google_product_category	item_group_id	color	size	gender	age_group	expiration_date
3b3e494c-0cbd-4b4f-b37d-5d71220e1910_14	Lake Erie Loot Crew Floral Skull Tee	Lake Erie Loot Crew Floral Skull Tee	https://www.lakeerieclothing.com/product-page/lake-erie-loot-crew-floral-skull-tee	https://static.wixstatic.com/media/e35453_8321aa59bae747f58db9287961d98715~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	3b3e494c-0cbd-4b4f-b37d-5d71220e1910	Athletic Heather	M	female	adult	2026-04-22
3b3e494c-0cbd-4b4f-b37d-5d71220e1910_15	Lake Erie Loot Crew Floral Skull Tee	Lake Erie Loot Crew Floral Skull Tee	https://www.lakeerieclothing.com/product-page/lake-erie-loot-crew-floral-skull-tee	https://static.wixstatic.com/media/e35453_ae8966c2065c4ebd95087fbc31540ea9~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	3b3e494c-0cbd-4b4f-b37d-5d71220e1910	White	L	female	adult	2026-04-22
3b3e494c-0cbd-4b4f-b37d-5d71220e1910_16	Lake Erie Loot Crew Floral Skull Tee	Lake Erie Loot Crew Floral Skull Tee	https://www.lakeerieclothing.com/product-page/lake-erie-loot-crew-floral-skull-tee	https://static.wixstatic.com/media/e35453_bda0d91a55a249f6a36f46eabd7f675f~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	3b3e494c-0cbd-4b4f-b37d-5d71220e1910	Dusty Rose	L	female	adult	2026-04-22
3b3e494c-0cbd-4b4f-b37d-5d71220e1910_17	Lake Erie Loot Crew Floral Skull Tee	Lake Erie Loot Crew Floral Skull Tee	https://www.lakeerieclothing.com/product-page/lake-erie-loot-crew-floral-skull-tee	https://static.wixstatic.com/media/e35453_c9f0b0f46b1440108d01db24fc8ea452~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	3b3e494c-0cbd-4b4f-b37d-5d71220e1910	Baby Blue	L	female	adult	2026-04-22
3b3e494c-0cbd-4b4f-b37d-5d71220e1910_18	Lake Erie Loot Crew Floral Skull Tee	Lake Erie Loot Crew Floral Skull Tee	https://www.lakeerieclothing.com/product-page/lake-erie-loot-crew-floral-skull-tee	https://static.wixstatic.com/media/e35453_c4234afa5f99437e8a1d19ad9c1116c6~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	3b3e494c-0cbd-4b4f-b37d-5d71220e1910	Sport Grey	L	female	adult	2026-04-22
3b3e494c-0cbd-4b4f-b37d-5d71220e1910_19	Lake Erie Loot Crew Floral Skull Tee	Lake Erie Loot Crew Floral Skull Tee	https://www.lakeerieclothing.com/product-page/lake-erie-loot-crew-floral-skull-tee	https://static.wixstatic.com/media/e35453_8321aa59bae747f58db9287961d98715~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	3b3e494c-0cbd-4b4f-b37d-5d71220e1910	Athletic Heather	L	female	adult	2026-04-22
3b3e494c-0cbd-4b4f-b37d-5d71220e1910_20	Lake Erie Loot Crew Floral Skull Tee	Lake Erie Loot Crew Floral Skull Tee	https://www.lakeerieclothing.com/product-page/lake-erie-loot-crew-floral-skull-tee	https://static.wixstatic.com/media/e35453_ae8966c2065c4ebd95087fbc31540ea9~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	3b3e494c-0cbd-4b4f-b37d-5d71220e1910	White	XL	female	adult	2026-04-22
3b3e494c-0cbd-4b4f-b37d-5d71220e1910_21	Lake Erie Loot Crew Floral Skull Tee	Lake Erie Loot Crew Floral Skull Tee	https://www.lakeerieclothing.com/product-page/lake-erie-loot-crew-floral-skull-tee	https://static.wixstatic.com/media/e35453_bda0d91a55a249f6a36f46eabd7f675f~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	3b3e494c-0cbd-4b4f-b37d-5d71220e1910	Dusty Rose	XL	female	adult	2026-04-22
3b3e494c-0cbd-4b4f-b37d-5d71220e1910_22	Lake Erie Loot Crew Floral Skull Tee	Lake Erie Loot Crew Floral Skull Tee	https://www.lakeerieclothing.com/product-page/lake-erie-loot-crew-floral-skull-tee	https://static.wixstatic.com/media/e35453_c9f0b0f46b1440108d01db24fc8ea452~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	3b3e494c-0cbd-4b4f-b37d-5d71220e1910	Baby Blue	XL	female	adult	2026-04-22
3b3e494c-0cbd-4b4f-b37d-5d71220e1910_23	Lake Erie Loot Crew Floral Skull Tee	Lake Erie Loot Crew Floral Skull Tee	https://www.lakeerieclothing.com/product-page/lake-erie-loot-crew-floral-skull-tee	https://static.wixstatic.com/media/e35453_c4234afa5f99437e8a1d19ad9c1116c6~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	3b3e494c-0cbd-4b4f-b37d-5d71220e1910	Sport Grey	XL	female	adult	2026-04-22
3b3e494c-0cbd-4b4f-b37d-5d71220e1910_24	Lake Erie Loot Crew Floral Skull Tee	Lake Erie Loot Crew Floral Skull Tee	https://www.lakeerieclothing.com/product-page/lake-erie-loot-crew-floral-skull-tee	https://static.wixstatic.com/media/e35453_8321aa59bae747f58db9287961d98715~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	3b3e494c-0cbd-4b4f-b37d-5d71220e1910	Athletic Heather	XL	female	adult	2026-04-22
3b3e494c-0cbd-4b4f-b37d-5d71220e1910_25	Lake Erie Loot Crew Floral Skull Tee	Lake Erie Loot Crew Floral Skull Tee	https://www.lakeerieclothing.com/product-page/lake-erie-loot-crew-floral-skull-tee	https://static.wixstatic.com/media/e35453_ae8966c2065c4ebd95087fbc31540ea9~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	3b3e494c-0cbd-4b4f-b37d-5d71220e1910	White	2XL	female	adult	2026-04-22
3b3e494c-0cbd-4b4f-b37d-5d71220e1910_26	Lake Erie Loot Crew Floral Skull Tee	Lake Erie Loot Crew Floral Skull Tee	https://www.lakeerieclothing.com/product-page/lake-erie-loot-crew-floral-skull-tee	https://static.wixstatic.com/media/e35453_bda0d91a55a249f6a36f46eabd7f675f~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	3b3e494c-0cbd-4b4f-b37d-5d71220e1910	Dusty Rose	2XL	female	adult	2026-04-22
3b3e494c-0cbd-4b4f-b37d-5d71220e1910_27	Lake Erie Loot Crew Floral Skull Tee	Lake Erie Loot Crew Floral Skull Tee	https://www.lakeerieclothing.com/product-page/lake-erie-loot-crew-floral-skull-tee	https://static.wixstatic.com/media/e35453_c9f0b0f46b1440108d01db24fc8ea452~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	3b3e494c-0cbd-4b4f-b37d-5d71220e1910	Baby Blue	2XL	female	adult	2026-04-22
3b3e494c-0cbd-4b4f-b37d-5d71220e1910_28	Lake Erie Loot Crew Floral Skull Tee	Lake Erie Loot Crew Floral Skull Tee	https://www.lakeerieclothing.com/product-page/lake-erie-loot-crew-floral-skull-tee	https://static.wixstatic.com/media/e35453_c4234afa5f99437e8a1d19ad9c1116c6~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	3b3e494c-0cbd-4b4f-b37d-5d71220e1910	Sport Grey	2XL	female	adult	2026-04-22
3b3e494c-0cbd-4b4f-b37d-5d71220e1910_29	Lake Erie Loot Crew Floral Skull Tee	Lake Erie Loot Crew Floral Skull Tee	https://www.lakeerieclothing.com/product-page/lake-erie-loot-crew-floral-skull-tee	https://static.wixstatic.com/media/e35453_8321aa59bae747f58db9287961d98715~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	3b3e494c-0cbd-4b4f-b37d-5d71220e1910	Athletic Heather	2XL	female	adult	2026-04-22
fbfe2d91-3db4-4766-ab79-e5ead8fdc72a_0	Lakegirl Heritage Anchor Tee - Take Me To The Lake	Lakegirl Heritage Anchor Tee - Take Me To The Lake	https://www.lakeerieclothing.com/product-page/lakegirl-heritage-anchor-tee-take-me-to-the-lake	https://static.wixstatic.com/media/e35453_6cd63dc05af4413c8517dab61e477cf1~mv2.png		in stock	33.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	fbfe2d91-3db4-4766-ab79-e5ead8fdc72a		XS	female	adult	2026-04-22
fbfe2d91-3db4-4766-ab79-e5ead8fdc72a_1	Lakegirl Heritage Anchor Tee - Take Me To The Lake	Lakegirl Heritage Anchor Tee - Take Me To The Lake	https://www.lakeerieclothing.com/product-page/lakegirl-heritage-anchor-tee-take-me-to-the-lake	https://static.wixstatic.com/media/e35453_6cd63dc05af4413c8517dab61e477cf1~mv2.png		in stock	33.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	fbfe2d91-3db4-4766-ab79-e5ead8fdc72a		S	female	adult	2026-04-22
fbfe2d91-3db4-4766-ab79-e5ead8fdc72a_2	Lakegirl Heritage Anchor Tee - Take Me To The Lake	Lakegirl Heritage Anchor Tee - Take Me To The Lake	https://www.lakeerieclothing.com/product-page/lakegirl-heritage-anchor-tee-take-me-to-the-lake	https://static.wixstatic.com/media/e35453_6cd63dc05af4413c8517dab61e477cf1~mv2.png		in stock	33.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	fbfe2d91-3db4-4766-ab79-e5ead8fdc72a		M	female	adult	2026-04-22
fbfe2d91-3db4-4766-ab79-e5ead8fdc72a_3	Lakegirl Heritage Anchor Tee - Take Me To The Lake	Lakegirl Heritage Anchor Tee - Take Me To The Lake	https://www.lakeerieclothing.com/product-page/lakegirl-heritage-anchor-tee-take-me-to-the-lake	https://static.wixstatic.com/media/e35453_6cd63dc05af4413c8517dab61e477cf1~mv2.png		in stock	33.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	fbfe2d91-3db4-4766-ab79-e5ead8fdc72a		L	female	adult	2026-04-22
fbfe2d91-3db4-4766-ab79-e5ead8fdc72a_4	Lakegirl Heritage Anchor Tee - Take Me To The Lake	Lakegirl Heritage Anchor Tee - Take Me To The Lake	https://www.lakeerieclothing.com/product-page/lakegirl-heritage-anchor-tee-take-me-to-the-lake	https://static.wixstatic.com/media/e35453_6cd63dc05af4413c8517dab61e477cf1~mv2.png		in stock	33.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	fbfe2d91-3db4-4766-ab79-e5ead8fdc72a		XL	female	adult	2026-04-22
fbfe2d91-3db4-4766-ab79-e5ead8fdc72a_5	Lakegirl Heritage Anchor Tee - Take Me To The Lake	Lakegirl Heritage Anchor Tee - Take Me To The Lake	https://www.lakeerieclothing.com/product-page/lakegirl-heritage-anchor-tee-take-me-to-the-lake	https://static.wixstatic.com/media/e35453_6cd63dc05af4413c8517dab61e477cf1~mv2.png		in stock	33.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	fbfe2d91-3db4-4766-ab79-e5ead8fdc72a		2XL	female	adult	2026-04-22
53b126ee-5c84-42ba-bf2a-67d4290a43ad_0	Lake Erie Heart Essential Tee	Lake Erie Heart Essential Tee	https://www.lakeerieclothing.com/product-page/lake-erie-heart-essential-tee	https://static.wixstatic.com/media/e35453_284690a2f8ee44fa9e9b110b76dc83e5~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	53b126ee-5c84-42ba-bf2a-67d4290a43ad		XS	female	adult	2026-04-22
53b126ee-5c84-42ba-bf2a-67d4290a43ad_1	Lake Erie Heart Essential Tee	Lake Erie Heart Essential Tee	https://www.lakeerieclothing.com/product-page/lake-erie-heart-essential-tee	https://static.wixstatic.com/media/e35453_284690a2f8ee44fa9e9b110b76dc83e5~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	53b126ee-5c84-42ba-bf2a-67d4290a43ad		S	female	adult	2026-04-22
53b126ee-5c84-42ba-bf2a-67d4290a43ad_2	Lake Erie Heart Essential Tee	Lake Erie Heart Essential Tee	https://www.lakeerieclothing.com/product-page/lake-erie-heart-essential-tee	https://static.wixstatic.com/media/e35453_284690a2f8ee44fa9e9b110b76dc83e5~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	53b126ee-5c84-42ba-bf2a-67d4290a43ad		M	female	adult	2026-04-22
53b126ee-5c84-42ba-bf2a-67d4290a43ad_3	Lake Erie Heart Essential Tee	Lake Erie Heart Essential Tee	https://www.lakeerieclothing.com/product-page/lake-erie-heart-essential-tee	https://static.wixstatic.com/media/e35453_284690a2f8ee44fa9e9b110b76dc83e5~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	53b126ee-5c84-42ba-bf2a-67d4290a43ad		L	female	adult	2026-04-22
53b126ee-5c84-42ba-bf2a-67d4290a43ad_4	Lake Erie Heart Essential Tee	Lake Erie Heart Essential Tee	https://www.lakeerieclothing.com/product-page/lake-erie-heart-essential-tee	https://static.wixstatic.com/media/e35453_284690a2f8ee44fa9e9b110b76dc83e5~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	53b126ee-5c84-42ba-bf2a-67d4290a43ad		XL	female	adult	2026-04-22
53b126ee-5c84-42ba-bf2a-67d4290a43ad_5	Lake Erie Heart Essential Tee	Lake Erie Heart Essential Tee	https://www.lakeerieclothing.com/product-page/lake-erie-heart-essential-tee	https://static.wixstatic.com/media/e35453_284690a2f8ee44fa9e9b110b76dc83e5~mv2.png		in stock	30.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	53b126ee-5c84-42ba-bf2a-67d4290a43ad		2XL	female	adult	2026-04-22
6a81703d-b53a-4120-a937-1667a21a2f13_0	Surf With Passion Raglan Crew	Surf With Passion Raglan Crew	https://www.lakeerieclothing.com/product-page/surf-with-passion-raglan-crew	https://static.wixstatic.com/media/e35453_632223135d594c0d836c32ae3bd28c94~mv2.png		in stock	55.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing	6a81703d-b53a-4120-a937-1667a21a2f13		XS	female	adult	2026-04-22
6a81703d-b53a-4120-a937-1667a21a2f13_1	Surf With Passion Raglan Crew	Surf With Passion Raglan Crew	https://www.lakeerieclothing.com/product-page/surf-with-passion-raglan-crew	https://static.wixstatic.com/media/e35453_632223135d594c0d836c32ae3bd28c94~mv2.png		in stock	55.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing	6a81703d-b53a-4120-a937-1667a21a2f13		S	female	adult	2026-04-22
6a81703d-b53a-4120-a937-1667a21a2f13_2	Surf With Passion Raglan Crew	Surf With Passion Raglan Crew	https://www.lakeerieclothing.com/product-page/surf-with-passion-raglan-crew	https://static.wixstatic.com/media/e35453_632223135d594c0d836c32ae3bd28c94~mv2.png		in stock	55.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing	6a81703d-b53a-4120-a937-1667a21a2f13		M	female	adult	2026-04-22
6a81703d-b53a-4120-a937-1667a21a2f13_3	Surf With Passion Raglan Crew	Surf With Passion Raglan Crew	https://www.lakeerieclothing.com/product-page/surf-with-passion-raglan-crew	https://static.wixstatic.com/media/e35453_632223135d594c0d836c32ae3bd28c94~mv2.png		in stock	55.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing	6a81703d-b53a-4120-a937-1667a21a2f13		L	female	adult	2026-04-22
6a81703d-b53a-4120-a937-1667a21a2f13_4	Surf With Passion Raglan Crew	Surf With Passion Raglan Crew	https://www.lakeerieclothing.com/product-page/surf-with-passion-raglan-crew	https://static.wixstatic.com/media/e35453_632223135d594c0d836c32ae3bd28c94~mv2.png		in stock	55.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing	6a81703d-b53a-4120-a937-1667a21a2f13		XL	female	adult	2026-04-22
6a81703d-b53a-4120-a937-1667a21a2f13_5	Surf With Passion Raglan Crew	Surf With Passion Raglan Crew	https://www.lakeerieclothing.com/product-page/surf-with-passion-raglan-crew	https://static.wixstatic.com/media/e35453_632223135d594c0d836c32ae3bd28c94~mv2.png		in stock	55.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing	6a81703d-b53a-4120-a937-1667a21a2f13		2XL	female	adult	2026-04-22
5c0e64e4-4637-4d81-ba11-ac169061bd8b_0	Lakegirl Heritage USA Tee	Lakegirl Heritage USA Tee	https://www.lakeerieclothing.com/product-page/lakegirl-heritage-usa-tee	https://static.wixstatic.com/media/e35453_dd0a474d491d43219c887bde6568a925~mv2.png		in stock	33.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	5c0e64e4-4637-4d81-ba11-ac169061bd8b		XS	female	adult	2026-04-22
5c0e64e4-4637-4d81-ba11-ac169061bd8b_1	Lakegirl Heritage USA Tee	Lakegirl Heritage USA Tee	https://www.lakeerieclothing.com/product-page/lakegirl-heritage-usa-tee	https://static.wixstatic.com/media/e35453_dd0a474d491d43219c887bde6568a925~mv2.png		in stock	33.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	5c0e64e4-4637-4d81-ba11-ac169061bd8b		S	female	adult	2026-04-22
5c0e64e4-4637-4d81-ba11-ac169061bd8b_2	Lakegirl Heritage USA Tee	Lakegirl Heritage USA Tee	https://www.lakeerieclothing.com/product-page/lakegirl-heritage-usa-tee	https://static.wixstatic.com/media/e35453_dd0a474d491d43219c887bde6568a925~mv2.png		in stock	33.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	5c0e64e4-4637-4d81-ba11-ac169061bd8b		M	female	adult	2026-04-22
5c0e64e4-4637-4d81-ba11-ac169061bd8b_3	Lakegirl Heritage USA Tee	Lakegirl Heritage USA Tee	https://www.lakeerieclothing.com/product-page/lakegirl-heritage-usa-tee	https://static.wixstatic.com/media/e35453_dd0a474d491d43219c887bde6568a925~mv2.png		in stock	33.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	5c0e64e4-4637-4d81-ba11-ac169061bd8b		L	female	adult	2026-04-22
5c0e64e4-4637-4d81-ba11-ac169061bd8b_4	Lakegirl Heritage USA Tee	Lakegirl Heritage USA Tee	https://www.lakeerieclothing.com/product-page/lakegirl-heritage-usa-tee	https://static.wixstatic.com/media/e35453_dd0a474d491d43219c887bde6568a925~mv2.png		in stock	33.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	5c0e64e4-4637-4d81-ba11-ac169061bd8b		XL	female	adult	2026-04-22
5c0e64e4-4637-4d81-ba11-ac169061bd8b_5	Lakegirl Heritage USA Tee	Lakegirl Heritage USA Tee	https://www.lakeerieclothing.com/product-page/lakegirl-heritage-usa-tee	https://static.wixstatic.com/media/e35453_dd0a474d491d43219c887bde6568a925~mv2.png		in stock	33.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	5c0e64e4-4637-4d81-ba11-ac169061bd8b		2XL	female	adult	2026-04-22
2a66b834-090e-42ff-919a-d48def502660_0	Lake Girl Ombre Long-Sleeve Tee	Lake Girl Ombre Long-Sleeve Tee	https://www.lakeerieclothing.com/product-page/lake-girl-ombre-long-sleeve-tee	https://static.wixstatic.com/media/e35453_d3628a24d9444537a73f13b141d03bfa~mv2.png		in stock	43.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	2a66b834-090e-42ff-919a-d48def502660		XS	female	adult	2026-04-22
2a66b834-090e-42ff-919a-d48def502660_1	Lake Girl Ombre Long-Sleeve Tee	Lake Girl Ombre Long-Sleeve Tee	https://www.lakeerieclothing.com/product-page/lake-girl-ombre-long-sleeve-tee	https://static.wixstatic.com/media/e35453_d3628a24d9444537a73f13b141d03bfa~mv2.png		in stock	43.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	2a66b834-090e-42ff-919a-d48def502660		S	female	adult	2026-04-22
2a66b834-090e-42ff-919a-d48def502660_2	Lake Girl Ombre Long-Sleeve Tee	Lake Girl Ombre Long-Sleeve Tee	https://www.lakeerieclothing.com/product-page/lake-girl-ombre-long-sleeve-tee	https://static.wixstatic.com/media/e35453_d3628a24d9444537a73f13b141d03bfa~mv2.png		in stock	43.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	2a66b834-090e-42ff-919a-d48def502660		M	female	adult	2026-04-22
2a66b834-090e-42ff-919a-d48def502660_3	Lake Girl Ombre Long-Sleeve Tee	Lake Girl Ombre Long-Sleeve Tee	https://www.lakeerieclothing.com/product-page/lake-girl-ombre-long-sleeve-tee	https://static.wixstatic.com/media/e35453_d3628a24d9444537a73f13b141d03bfa~mv2.png		in stock	43.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	2a66b834-090e-42ff-919a-d48def502660		L	female	adult	2026-04-22
2a66b834-090e-42ff-919a-d48def502660_4	Lake Girl Ombre Long-Sleeve Tee	Lake Girl Ombre Long-Sleeve Tee	https://www.lakeerieclothing.com/product-page/lake-girl-ombre-long-sleeve-tee	https://static.wixstatic.com/media/e35453_d3628a24d9444537a73f13b141d03bfa~mv2.png		in stock	43.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	2a66b834-090e-42ff-919a-d48def502660		XL	female	adult	2026-04-22
2a66b834-090e-42ff-919a-d48def502660_5	Lake Girl Ombre Long-Sleeve Tee	Lake Girl Ombre Long-Sleeve Tee	https://www.lakeerieclothing.com/product-page/lake-girl-ombre-long-sleeve-tee	https://static.wixstatic.com/media/e35453_d3628a24d9444537a73f13b141d03bfa~mv2.png		in stock	43.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Shirts & Tops	2a66b834-090e-42ff-919a-d48def502660		2XL	female	adult	2026-04-22
11f8fdd5-d1eb-4840-aa87-ce28fabcde78_0	Lake Vibes Essential Hoodie	Lake Vibes Essential Hoodie	https://www.lakeerieclothing.com/product-page/lake-vibes-essential-hoodie	https://static.wixstatic.com/media/e35453_f41e719cebb64575a031b31c347dfd5b~mv2.png		in stock	65.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Outerwear > Hoodies & Sweatshirts	11f8fdd5-d1eb-4840-aa87-ce28fabcde78		XS	female	adult	2026-04-22
11f8fdd5-d1eb-4840-aa87-ce28fabcde78_1	Lake Vibes Essential Hoodie	Lake Vibes Essential Hoodie	https://www.lakeerieclothing.com/product-page/lake-vibes-essential-hoodie	https://static.wixstatic.com/media/e35453_f41e719cebb64575a031b31c347dfd5b~mv2.png		in stock	65.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Outerwear > Hoodies & Sweatshirts	11f8fdd5-d1eb-4840-aa87-ce28fabcde78		S	female	adult	2026-04-22
11f8fdd5-d1eb-4840-aa87-ce28fabcde78_2	Lake Vibes Essential Hoodie	Lake Vibes Essential Hoodie	https://www.lakeerieclothing.com/product-page/lake-vibes-essential-hoodie	https://static.wixstatic.com/media/e35453_f41e719cebb64575a031b31c347dfd5b~mv2.png		in stock	65.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Outerwear > Hoodies & Sweatshirts	11f8fdd5-d1eb-4840-aa87-ce28fabcde78		M	female	adult	2026-04-22
11f8fdd5-d1eb-4840-aa87-ce28fabcde78_3	Lake Vibes Essential Hoodie	Lake Vibes Essential Hoodie	https://www.lakeerieclothing.com/product-page/lake-vibes-essential-hoodie	https://static.wixstatic.com/media/e35453_f41e719cebb64575a031b31c347dfd5b~mv2.png		in stock	65.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Outerwear > Hoodies & Sweatshirts	11f8fdd5-d1eb-4840-aa87-ce28fabcde78		L	female	adult	2026-04-22
11f8fdd5-d1eb-4840-aa87-ce28fabcde78_4	Lake Vibes Essential Hoodie	Lake Vibes Essential Hoodie	https://www.lakeerieclothing.com/product-page/lake-vibes-essential-hoodie	https://static.wixstatic.com/media/e35453_f41e719cebb64575a031b31c347dfd5b~mv2.png		in stock	65.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Outerwear > Hoodies & Sweatshirts	11f8fdd5-d1eb-4840-aa87-ce28fabcde78		XL	female	adult	2026-04-22
11f8fdd5-d1eb-4840-aa87-ce28fabcde78_5	Lake Vibes Essential Hoodie	Lake Vibes Essential Hoodie	https://www.lakeerieclothing.com/product-page/lake-vibes-essential-hoodie	https://static.wixstatic.com/media/e35453_f41e719cebb64575a031b31c347dfd5b~mv2.png		in stock	65.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Outerwear > Hoodies & Sweatshirts	11f8fdd5-d1eb-4840-aa87-ce28fabcde78		2XL	female	adult	2026-04-22
9f9edc40-cdfe-4bf3-923e-c08db050f7a2_0	Surf with Passion Color-Block Crop Hoodie	Surf with Passion Color-Block Crop Hoodie	https://www.lakeerieclothing.com/product-page/surf-with-passion-color-block-crop-hoodie	https://static.wixstatic.com/media/e35453_965e1381c23244c5a6527c95a2916705~mv2.png		in stock	65.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Outerwear > Hoodies & Sweatshirts	9f9edc40-cdfe-4bf3-923e-c08db050f7a2		XS	female	adult	2026-04-22
9f9edc40-cdfe-4bf3-923e-c08db050f7a2_1	Surf with Passion Color-Block Crop Hoodie	Surf with Passion Color-Block Crop Hoodie	https://www.lakeerieclothing.com/product-page/surf-with-passion-color-block-crop-hoodie	https://static.wixstatic.com/media/e35453_965e1381c23244c5a6527c95a2916705~mv2.png		in stock	65.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Outerwear > Hoodies & Sweatshirts	9f9edc40-cdfe-4bf3-923e-c08db050f7a2		S	female	adult	2026-04-22
9f9edc40-cdfe-4bf3-923e-c08db050f7a2_2	Surf with Passion Color-Block Crop Hoodie	Surf with Passion Color-Block Crop Hoodie	https://www.lakeerieclothing.com/product-page/surf-with-passion-color-block-crop-hoodie	https://static.wixstatic.com/media/e35453_965e1381c23244c5a6527c95a2916705~mv2.png		in stock	65.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Outerwear > Hoodies & Sweatshirts	9f9edc40-cdfe-4bf3-923e-c08db050f7a2		M	female	adult	2026-04-22
9f9edc40-cdfe-4bf3-923e-c08db050f7a2_3	Surf with Passion Color-Block Crop Hoodie	Surf with Passion Color-Block Crop Hoodie	https://www.lakeerieclothing.com/product-page/surf-with-passion-color-block-crop-hoodie	https://static.wixstatic.com/media/e35453_965e1381c23244c5a6527c95a2916705~mv2.png		in stock	65.00 USD	Lake Erie Clothing Company	new	Apparel & Accessories > Clothing > Outerwear > Hoodies & Sweatshirts	9f9edc40-cdfe-4bf3-923e-c08db050f7a2		L	female	adult	2026-04-22
